  1.700E+08 1.700E+08 2.655E+00 1.119E+03 1.490E+03 8.013E+01 2.688E+03 2.691E+03 4.850E+05 -1.4418 1.429E+00
  2.000E+08 2.000E+08 2.672E+00 1.316E+03 1.753E+03 9.427E+01 3.163E+03 3.165E+03 4.952E+05 -1.4624 1.429E+00
  2.500E+08 2.500E+08 2.697E+00 1.645E+03 2.191E+03 1.178E+02 3.953E+03 3.956E+03 5.093E+05 -1.4907 1.429E+00
  3.000E+08 3.000E+08 2.717E+00 1.974E+03 2.629E+03 1.414E+02 4.744E+03 4.747E+03 5.209E+05 -1.5139 1.429E+00
  3.500E+08 3.500E+08 2.734E+00 2.303E+03 3.067E+03 1.650E+02 5.535E+03 5.538E+03 5.306E+05 -1.5334 1.429E+00
  4.000E+08 4.000E+08 2.749E+00 2.632E+03 3.505E+03 1.885E+02 6.326E+03 6.328E+03 5.390E+05 -1.5504 1.429E+00
  4.500E+08 4.500E+08 2.762E+00 2.961E+03 3.943E+03 2.121E+02 7.116E+03 7.119E+03 5.465E+05 -1.5653 1.429E+00
  5.000E+08 5.000E+08 2.774E+00 3.290E+03 4.381E+03 2.357E+02 7.907E+03 7.910E+03 5.532E+05 -1.5787 1.429E+00
  5.500E+08 5.500E+08 2.785E+00 3.619E+03 4.820E+03 2.592E+02 8.698E+03 8.700E+03 5.592E+05 -1.5908 1.429E+00
  6.000E+08 6.000E+08 2.795E+00 3.948E+03 5.258E+03 2.828E+02 9.488E+03 9.491E+03 5.647E+05 -1.6018 1.429E+00
  7.000E+08 7.000E+08 2.813E+00 4.606E+03 6.134E+03 3.299E+02 1.107E+04 1.107E+04 5.744E+05 -1.6214 1.429E+00
  8.000E+08 8.000E+08 2.829E+00 5.264E+03 7.010E+03 3.771E+02 1.265E+04 1.265E+04 5.829E+05 -1.6383 1.429E+00
  9.000E+08 9.000E+08 2.842E+00 5.922E+03 7.887E+03 4.242E+02 1.423E+04 1.424E+04 5.903E+05 -1.6533 1.429E+00
  1.000E+09 1.000E+09 2.855E+00 6.580E+03 8.763E+03 4.713E+02 1.581E+04 1.582E+04 5.970E+05 -1.6666 1.429E+00

